,slug,type,available,bundled,vendor,brand,collections,catalogs,thumbnail,name,summary,description,notices,price,discount,taxCategories,shipping,options,bundles,model_name,weight,dimension,payload,reach,autonomous,warranty,related_doc_url_1,related_doc_url_2,related_doc_url_3,related_doc_url_4,related_doc_url_5,related_doc_url_6,meta
https://www.cobotwebshop.com/en/product/2finger-140/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/2018/02/2-finger-140.png,{'0': '2-Finger 140'},{},"{'0': 'The Robotiq 2-Finger 140 is the 2-finger gripper that is ideal for pick and place tasks, machine loading, assembly and quality control. With 2 different grip strokes and high adaptability, this grab can perform many different tasks. The 2-Finger Gripper is easy to integrate and use in all automation cells in your factory. It grabs objects of different sizes and shapes.', '1': 'Alternative: the RG6', '2': 'Install and program your robot in minutes with the URCap plug-in.', '3': 'You don’t need a background in robotics to use the grab. It installs on the Universal Robot arm in a few minutes and our Gripper UR + makes configuration and programming quick and intuitive.', '4': 'We also offer ready-made program templates for the most common applications that can be automated with Universal Robots.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-G-R140'},{},"{'Weight': '1 kg', 'Draagkracht': '', 'Grijpkracht': '', 'Volledige slag': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/2finger-85/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/2018/02/2-finger-85.png,{'0': '2-Finger 85'},{},"{'0': 'The Robotiq 2-Finger 85 is the 2-finger gripper that is ideal for pick and place tasks, machine loading, assembly and quality control. With 2 different grip strokes and high adaptability, this grab can perform many different tasks. The 2-Finger Gripper is easy to integrate and use in all automation cells in your factory. It grabs objects of different sizes and shapes.', '1': 'Alternative: the RG2', '2': 'Install and program your robot in minutes with the URCap plug-in.', '3': 'You don’t need a background in robotics to use the grab. It installs on the Universal Robot arm in a few minutes and our Gripper UR + makes configuration and programming quick and intuitive.', '4': 'We also offer ready-made program templates for the most common applications that can be automated with Universal Robots.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-G-R85'},{},"{'Weight': '0.9 kg', 'Draagkracht': '', 'Grijpkracht': '', 'Volledige slag': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/sgm_70_gripper/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/2018/02/SGM-70-500x500-1.png,{'0': 'SGM 70'},{'0': 'Schmalz'},"{'0': 'The magnetic grippers are a suitable solution to pick up iron/steel objects. These gripper work with a cilinder on air pressure which activates the magnet. Therefore, no electronic power supply is needed for the robotarm. Magnetic grippers are light and small, and they have an optional side connection for tools.', '1': 'Your advantages', '2': 'Specifications'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{'0': 'Choose an option'},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-G-M70'},{},"{'Weight': '0.4 kg', 'incl. positiesensor': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/sgm_50_gripper/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/2018/02/SGM-70-500x500-1.png,{'0': 'SGM 50'},{'0': 'Schmalz'},"{'0': 'The magnetic grippers are a suitable solution to pick up iron/steel objects. These gripper work with a cilinder on air pressure which activates the magnet. Therefore, no electronic power supply is needed for the robotarm. Magnetic grippers are light and small, and they have an optional side connection for tools.', '1': 'Your advantages', '2': 'Specifications'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{'0': 'Choose an option'},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-G-M50'},{},"{'Weight': '0.4 kg', 'incl. positiesensor': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/sgm_40_gripper/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/2018/02/SGM-40-500x500-1.png,{'0': 'SGM 40'},{'0': 'Schmalz'},"{'0': 'The magnetic grippers are a suitable solution to pick up iron/steel objects. These gripper work with a cilinder on air pressure which activates the magnet. Therefore, no electronic power supply is needed for the robotarm. Magnetic grippers are light and small, and they have an optional side connection for tools.', '1': 'Your advantages', '2': 'Specifications'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{'0': 'Choose an option'},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-G-M40'},{},"{'Weight': '0.4 kg', 'incl. positiesensor': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/sgm_30_gripper/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/2018/02/SGM-30-500x500-1.png,{'0': 'SGM 30'},{'0': 'Schmalz'},"{'0': 'The magnetic grippers are a suitable solution to pick up iron/steel objects. These gripper work with a cilinder on air pressure which activates the magnet. Therefore, no electronic power supply is needed for the robotarm. Magnetic grippers are light and small, and they have an optional side connection for tools.', '1': 'Your advantages', '2': 'Specifications'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{'0': 'Choose an option'},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-G-M30'},{},"{'Weight': '0.4 kg', 'incl. positiesensor': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/3finger/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/2018/02/3-finger-500x500-1.png,{'0': '3-Finger'},{},"{'0': 'The three-finger grab is the best option for maximum versatility and flexibility. It incorporates every object of every shape. This grab is ideal for advanced production and robot research. It adapts to the shape of the object for a firm grip, so that you can concentrate on the task and not on grasping.', '1': 'Alternative: the PZ1 (pneumatic)', '2': '4 types of gripping functions:', '3': 'The fingers can be operated separately and you can get feedback from each individual finger. Install and program your robot in minutes with the URCap plug-in.', '4': 'You don’t need a background in robotics to use the gripper. It installs on the Universal Robot arm in a few minutes and our Gripper UR + makes configuration and programming quick and intuitive.', '5': 'We also offer ready-made program templates for the most common applications that can be automated with Universal Robots.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-G-R3F'},{},"{'Weight': '2.3 kg', 'Draagkracht': '', 'Grijpkracht': '', 'Volledige slag': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/hand-e/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/2020/11/hand-e-500x500-1.png,{'0': 'Hand E'},{},"{'0': 'This electric gripper is versatile with a stroke of 50mm and easy to integrate with Robotiq’s F / T sensor and Wrist camera.', '1': 'The gripper is easy to use, easy to program and made for collaborative applications such as', '2': 'Characteristics', '3': 'Suitable for cobots of'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-G-HE'},{},"{'Weight': '1 kg', 'Grijpkracht': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/ur-pallitizing-software/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/2020/11/nas-pal-ur-palletiseer-software-500x500-1.png,https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/PPG-Onsite-user.jpg",{'0': 'NAS-PAL-UR'},{},"{'0': 'Palletizing with a cobot is an excellent choice to optimize productivity, improve work ergonomics and reduce operational costs, along with a smaller footprint. Using Nordbo Robotics Cobot palletizing software, the operator has full control over progress by adding a software layer. This provides feedback on progress and allows reconfiguration of the end-of-line palletizing setup within minutes.', '1': 'The online pallet pattern generator (PPG) can be reached via smartphone, tablet, laptop and desktop. You create new patterns by dragging and dropping boxes of a certain size to the selected pallet. Then you download the pattern to a USB stick, which you insert into the cobot controller and you’re done.', '2': 'Characteristics'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-S-NAS'},{},{},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/mimic-kit/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/2020/11/Mimic-kit-500x500-1.png,{'0': 'MIMIC kit'},{},"{'0': 'Replicating complex human motions is often needed to when automating certain tasks. However, the available technology makes it close to impossible to program. With the MIMIC Kit for UR, everyone can record and automate complex movements without any prior programming experience. The unique sensing technology enables users to record, transfer and let robots replicate motions in six dimensions.', '1': 'This sensor comes with a URCap, making it suitable for cobots from Universal Robots.', '2': 'Applications:', '3': 'Painting, polishing, sanding, deburring, gluing, pick & place, tele-operation and many more.', '4': 'Option:', '5': 'License key to unlock your MIMIC URCap to use the record/playback functionality (paid once).'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-S-MM'},{},"{'Weight': '2.00000000 kg', 'Opnemen en terugspelen': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/force-co-pilot/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/force-copilot.jpg,{'0': 'Force Copilot'},{},"{'0': 'Force Copilot is an intuitive software to operate the e-series cobots of Universal Robots’ embedded force torque sensor. Program complex robot movements in minutes—no robotics expertise needed. The result is a reliable and flexible cobot cell.', '1': 'Force Copilot uses the e-series’ embedded force torque sensor data along with the following features to allow the programming of complex force-sensitive applications in minutes :'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-S-FC'},{},{},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/ix-router/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/2020/04/universal-robots-ixon-cloud-500x500-1.png,{'0': 'IXrouter'},{},"{'0': 'With this router it is possible to connect robots in a secure way via VPN in the cloud.', '1': 'With the URCap, cobots from Universal Robots can be connected quickly and easily. This can be done via Ethernet, Wi-Fi or 4G / LTE.', '2': 'With this plug-in you make it possible to install and configure a VNC server on your robot, with which you can view and operate the teach pendant. This functionality is integrated in a secure cloud environment, which means you can view it directly from your browser or mobile app. A simple, code-free solution that meets the highest security standards.', '3': 'Benefits:'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-S-IX'},{},{'Weight': '0.50000000 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/pally-software/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/2019/12/Pally-logo-500x500-1.jpg,https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/pickupconveyor.jpg",{'0': 'Pally'},{},"{'0': 'Pally is an URCap (software) that is the missing link for the rapid deployment of a complete palletizing solution. You can use grippers, sensors and other hardware to make a powerful and easy palletizer.', '1': 'With the included intuitive pattern generator you can easily make the desired pallet layout. Your palletizing project is operational in just one day. Create any desired box pattern in the user-friendly interface and export it via USB to the robot. No programming required to change patterns!', '2': 'The step-by-step calibration wizard is complete before you have emptied your coffee!', '3': 'PALLY ADVANTAGES'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-SO-PY'},{},{},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/robodk-software/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/2018/02/robodk-500x500-1.png,{'0': 'Robo DK'},{'0': 'RoboDK'},"{'0': 'Offline programming', '1': 'Simulate and offline programming of industrial/collaborative robots has never been this easy before. Create your own virtual surroundings to simulate your own application within minutes. Easy find offline robotprogramming for each robot. It is no longer necessary to learn manufacturer-specific programs.', '2': 'Robotoperation', '3': 'Use your robotarm like a 5-axis freesmachine (CNC) or a 3D-printer. Simulate and convert NC-programs (G-code, APT or DXF-files) to your robotprogram. Robo DK optimizes the cobot path automatically and avouds singularities, axis-limits and collisions.', '4': 'You have acces to an extensive library of industrial robots, external axis and tools of more than 30 different robot manufacturers. Easily use each robot for every application, such as machine processing, welding, cutting, painting, inspection, deburring and more!', '5': 'Is your robotarm not accurate enough?', '6': 'Calibrate your robotarm to ensure accuracy and to improve production results. Execute ISO9283-robot performance tests. Certify robots with a ballbartest.', '7': 'Export programs to your robot', '8': 'RoboDK-postprocessors support a lot of robot controllers, among which:', '9': 'RoboDK works on Windows, Mac, Linux and even Android-devices!', '10': 'Maintenance contract', '11': 'When you choose the maintenance contract you will receive all updates. This is the amount per year.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{'0': 'Choose an option'},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-SW-DK'},{},"{'Weight': '0.10000000 kg', 'Onderhoudscontract': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/hex_e/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/2018/02/hex-e-500x500-1.jpg,https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/hex-e_top_view.jpg",{'0': 'HEX-E'},{},"{'0': 'The Force-Torque sensor by OnRobot (previously OptoForce) gives the robot arm a ‘human’ sense of touch. These sensors are suitable for the following cobot brands:', '1': 'For cobots by Universal Robots the most comprehensive software exists in the form of the URCap: 15 applications. For Kuka there are now 4 applications available. For other cobots you will have to programme applications yourself, but a flange for these cobots is available. When placing an order, indicate for which brand and type of cobot the Force / Torque sensor will be used.', '2': 'Thanks to the significant deforming property of silicones, the OptoForce guarantees precision measurements up to 200% overload. Even after a complete deformation during 600% overload, the silicone layer is restored to its original shape, and it can accurately measure the forces, without any permanent damage. OnRobot sensors are shockproof and the latest versions are also watertight.', '3': 'The HEX-E is the high precision variant, that can handle precise jobs. The\xa0HEX-H\xa0is the low deformation variant, for the heavier jobs.', '4': 'Applications', '5': 'Suitable for:'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-S-HEX-E'},{},{'Weight': '0.245 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/hex_h/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/2018/02/HEX-H-500x500-1.jpg,{'0': 'HEX-H'},{},"{'0': 'The Force-Torque sensor by OnRobot (previously OptoForce) gives the robot arm a ‘human’ sense of touch. These sensors are suitable for the following cobot brands:', '1': 'For cobots by Universal Robots the most comprehensive software exists in the form of the URCap: 15 applications. For Kuka there are now 4 applications available. For other cobots you will have to programme applications yourself, but a flange for these cobots is available. When placing an order, indicate for which brand and type of cobot the Force / Torque sensor will be used.', '2': 'Thanks to the significant deformation property of silicones, the OptoForce guarantees precision measurements up to 200% overload. Even after a complete deformation during 600% overload, the silicone layer is restored to its original shape, and it can accurately measure the forces, without any permanent damage. OnRobot sensors are shockproof and the latest versions are also watertight.', '3': 'The HEX-H is the low deformation variant, that can handle heavier jobs. The HEX-E is the high precision\xa0variant, for precision jobs.', '4': 'Applications', '5': 'Suitable for:', '6': '70 x 35 mm'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-S-HEX-H'},{},"{'Weight': '0.245 kg', 'Afmeting': '70 x 35 mm', 'Nominale Fx,y,z': '', 'Resolutie': '', 'Geschatte vervorming (ca.)': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/nrs-ft-6050/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/NRS-6-UR.jpg,{'0': 'NRS-6050-D80-UR'},{},"{'0': 'The NRS-6 Force Torque Sensor kit for UR has a maximum payload of 50 kg and includes an ethernet gateway, mounting flanges and an URCap. The rigid and durable 6-axis force and torque sensor is rated IP 67 and suitable for highly force-sensitive applications such as grinding, polishing, object weighing, and velocity adjustment based on payload.', '1': 'Applications:', '2': 'Sanding, grinding, polishing, assembling, palletizing, measuring, weighing, product testing.', '3': 'Option:', '4': 'NRC-DAC: Add 6 analog outputs to the standard signal converter (NRC-ETH)'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{'0': 'Choose an option'},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-So-NRS'},{},"{'Weight': '0.3 kg', 'NRC-DAC': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/nrs-ft-sensor-ht/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/NRS-6-D80-on-UR-2.jpg,{'0': 'NRS-6200-D80-UR'},{},"{'0': 'The NRS-6 Force Torque Sensor kit for UR has a maximum payload of 200kg and includes an ethernet gateway, mounting flanges and an URCap. The rigid and durable 6-axis force and torque sensor is rated IP 67 and suitable for highly force-sensitive applications such as grinding, polishing, object weighing, and velocity adjustment based on payload.\xa0The sensor has an IP67.', '1': 'Applications:', '2': 'Sanding, grinding, polishing, assembling, palletizing, measuring, weighing, product testing.', '3': 'Option:', '4': 'NRC-DAC: Add 6 analog outputs to the standard signal converter (NRC-ETH)'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{'0': 'Choose an option'},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-So-NRSH'},{},"{'Weight': '0.625 kg', 'NRC-DAC': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/ft_300/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/force-torque-r.png,{'0': 'Ft 300'},{},"{'0': 'The FT 300 Force-Torque sensor is a multi-axis force and torque sensor that enables Universal Robots to carry out force sensitive tasks. It detects and accurately measures robot contacts in order to enhance the robot control and facilitate programming.', '1': 'Alternative:\xa0OnRobot sensors', '2': 'The FT 300 is perfect for precise force control tasks, such as for finishing, product tests, assembly and precise insertion of parts.', '3': 'Created for Universal Robots', '4': 'A phased calibration procedure on the URCap guides the user through the process, which takes under 2 minutes to complete. The dashboard also offers real-time force and torque measurements on all 6 axes.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-S-FT300'},{},"{'Weight': '0.3 kg', 'Nominale Fx,y,z': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/slide-kit/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/slidekit-UR.png,{'0': 'Slidekit'},{},"{'0': 'Increase the horizontal reach of an UR cobot with the Slidekit. Ideal for loading and unloading processing machines such as CNC machines or for assembly tasks. The kit consists of:', '1': 'The Slidekit increases the reach of an UR cobot with 1,8 meter. The cobot can, with the integrated software on the teachpendant, be set such that the cobot can be positioned at any desired location on the lineair module. Shorter modules are available,\xa0contact\xa0us with your desired reach.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-O-SK'},{},"{'Weight': '30.00000000 kg', 'incl. kabelgeleiding': '', 'URCap': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/lift_kit/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/2019/01/liftkit-500x500-1.png,https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/LIFTKIT_retracted_UR_HQ.png,https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/palletizer_robot_UR.png",{'0': 'Liftkit'},{},"{'0': 'Increase the vertical reach of an UR cobot with the Lift kit. Ideal for e.g. higher palletizing or assembly tasks. The kit consist of:', '1': 'The support extends without vibrations up to 900 mm in height and is solid enough for industrial applications.', '2': 'Shorter Lift kits are possible.\xa0Contact\xa0us for more information.', '3': '715 x 163 x 163 (with retracted pillar)'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-O-LK'},{},"{'Weight': '11.00000000 kg', 'incl. kabelgeleiding': '', 'URCap': '', 'Draagkracht': '', 'IP classificatie': '', 'Afmeting': '715 x 163 x 163 (with retracted pillar)'}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/er5-mobile-station/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/2018/02/ER5-500x500-1.jpg,{'0': 'ER5'},{'0': 'easyrobotics'},"{'0': 'The ER5 delivers on the promise of flexibility of a Cobot: an ergonomically mobile station, with storage space for the control box and adjustable holder for the teach pendant.', '1': 'The workstation is suitable for production environments with a great need for flexibility and rapid integration. That is why the ER5 can be fully assembled with a Cobotarm, control panel and can easily be moved by an employee to various processing machines.', '2': 'With the ergonomic design and the small size of the workstation, a single person can move the ER5 to a car or a conveyor and drive directly to a processing machine or customer demonstration. You can move it portrait and landscape. Stand has 2 wheels and 4 legs for the design. There are still 2 rollers on the arm, so that it can be moved while lying down.', '3': 'Suitable for the UR3, HCR-3, UR5 and HCR-5.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{'0': 'Choose an option'},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-O-ER5'},{},"{'Weight': '45 kg', 'Voor welke cobot?': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/or-support/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/or-staander.jpg,{'0': 'OR support'},{},"{'0': 'With the OR support, the cobot stands securely on the ground on 4 feet.', '1': 'Options', '2': 'elektrisch', '3': 'Ja', '4': 'approx 100kg'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}","{'0': 'Choose an option', '1': 'elektrisch', '2': 'Choose an option', '3': 'Choose an option', '4': 'Ja'}","[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-O-ORS'},{},"{'Weight': '45 kg', 'Verstelbaar': 'elektrisch', 'Set gewichten': '', 'Met wieltjes?': 'Ja', 'Gewicht': 'approx 100kg', 'Afmeting': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/mir-1000/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/AGV-MiR1000.png,{'0': 'AMR MiR1000'},{'0': 'automated mobile robot'},"{'0': 'AMR stands for Autonomous Mobile Robot. The MiR1000 is such a self-driving robot vehicle for transport within industrial environments. The MiR learns its environment through “mapping” itself by means of mobile sensing. You can download CAD files directly from the floor to the MiR or program the MiR via your own tablet or telephone.', '1': 'The built-in scanners and cameras provide the mapping and the software calculates the most efficient route and the combination of software and scanners ensures that people and obstacles are avoided.', '2': 'The MiR can be fitted with tailor-made top modules, such as bins, racks, lifts, conveyor belts or even a cobot. The top modules can easily be changed, so that the AMR can be reused quickly for other tasks.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-AMR-1000'},{},{'Weight': '231 kg'},{},{},{},{},{},{},{},{},{},{},object
